id,user_id,savings_id
1007,295,52
1008,296,41
1009,296,15
1010,296,47
1011,296,19
1012,296,23
1013,297,39
1014,298,10
1015,298,51
1016,299,16
1017,299,2
1018,299,21
1019,300,40
1020,300,19
1021,300,13
1022,300,55
1023,301,2
1024,301,35
1025,301,47
1026,301,15
1027,301,18
1028,301,20
1029,302,51
1030,302,14
1031,303,56
1032,304,35
1033,304,4
1034,304,13
1035,304,15
1036,304,58
1037,305,55
1038,306,34
1039,306,2
1040,306,38
1041,306,48
1042,306,31
1043,307,1
1044,307,34
1045,307,41
1046,307,9
1047,307,24
1048,308,50
1049,308,23
1050,309,17
1051,309,58
1052,309,46
1053,310,9
1054,310,43
1055,310,46
1056,310,24
1057,310,30
1058,311,42
1059,311,11
1060,311,49
1061,311,18
1062,311,54
1063,312,41
1064,312,10
1065,312,11
1066,312,15
1067,312,24
1068,312,27
1069,313,43
1070,314,32
1071,314,3
1072,314,9
1073,314,23
1074,314,31
1075,315,1
1076,315,45
1077,315,14
1078,315,57
1079,316,2
1080,316,3
1081,316,12
1082,316,15
1083,316,20
1084,316,23
1085,317,37
1086,317,38
1087,317,39
1088,317,15
1089,317,18
1090,317,21
1091,318,8
1092,319,44
1093,319,13
1094,319,14
1095,319,6
1096,320,1
1097,320,2
1098,320,46
1099,320,48
1100,320,21
1101,321,40
1102,321,41
1103,321,29
1104,321,17
1105,322,44
1106,323,48
1107,323,26
1108,323,42
1109,324,41
1110,324,14
1111,324,6
1112,324,23
1113,325,16
1114,325,43
1115,325,20
1116,325,47
1117,326,33
1118,326,42
1119,326,28
1120,326,53
1121,327,7
1122,328,25
1123,328,2
1124,328,6
1125,328,55
1126,329,6
1127,329,45
1128,329,53
1129,329,55
1130,329,27
1131,330,48
1132,330,9
1133,330,26
1134,330,47
1135,331,4
1136,331,8
1137,331,48
1138,331,51
1139,331,56
1140,332,45
1141,332,47
1142,332,16
1143,332,23
1144,332,31
1145,333,26
1146,333,46
1147,334,35
1148,334,11
1149,334,44
1150,334,24
1151,334,25
1152,335,24
1153,335,33
1154,335,11
1155,335,15
1156,336,18
1157,336,19
1158,336,4
1159,336,45
1160,337,56
1161,338,43
1162,338,53
1163,339,26
1164,339,51
1165,339,31
1166,340,34
1167,340,7
1168,340,56
1169,340,24
1170,340,27
1171,341,56
1172,341,1
1173,341,17
1174,342,43
1175,342,54
1176,342,31
1177,343,26
1178,343,58
1179,344,51
1180,344,44
1181,345,49
1182,345,14
1183,346,4
1184,346,20
1185,346,31
1186,347,29
1187,347,15
1188,348,17
1189,348,19
1190,348,53
1191,348,55
1192,349,33
1193,349,10
1194,349,43
1195,349,48
1196,349,55
1197,349,27
1198,350,25
1199,350,4
1200,350,46
1201,351,40
1202,351,12
1203,351,31
1204,352,56
1205,352,8
1206,352,20
1207,352,45
1208,353,41
1209,353,11
1210,353,13
1211,354,28
1212,354,53
1213,355,32
1214,356,24
1215,356,10
1216,356,43
1217,357,1
1218,357,34
1219,357,29
1220,357,7
1221,358,57
1222,358,26
1223,358,23
1224,359,1
1225,360,3
1226,360,37
1227,361,26
1228,362,34
1229,362,45
1230,362,49
1231,362,25
1232,362,30
1233,363,32
1234,363,3
1235,363,7
1236,363,13
1237,363,48
1238,364,10
1239,364,57
1240,364,34
1241,364,11
1242,365,40
1243,365,17
1244,366,9
1245,366,27
1246,366,20
1247,367,32
1248,367,29
1249,367,47
1250,368,24
1251,368,20
1252,368,12
1253,368,6
1254,369,36
1255,369,42
1256,369,14
1257,369,16
1258,369,23
1259,369,28
1260,370,1
1261,370,15
1262,370,31
1263,371,55
1264,372,33
1265,372,3
1266,373,38
1267,373,43
1268,373,44
1269,373,15
1270,373,27
1271,374,33
1272,374,37
1273,374,39
1274,374,49
1275,374,52
1276,374,23
1277,375,33
1278,375,39
1279,376,19
1280,376,52
1281,376,53
1282,376,27
1283,376,29
1284,376,31
1285,377,2
1286,377,3
1287,377,38
1288,377,8
1289,377,44
1290,378,16
1291,378,12
1292,378,30
1293,378,47
1294,379,1
1295,379,3
1296,379,44
1297,379,13
1298,379,14
1299,379,58
1300,380,48
1301,380,57
1302,380,34
1303,381,9
1304,382,2
1305,382,11
1306,382,16
1307,382,18
1308,382,24
1309,383,3
1310,383,44
1311,383,4
1312,384,34
1313,384,36
1314,384,47
1315,384,56
1316,384,24
1317,384,58
1318,385,43
1319,385,13
1320,385,15
1321,385,49
1322,385,54
1323,386,4
1324,386,8
1325,386,9
1326,386,11
1327,386,57
1328,386,28
1329,387,56
1330,387,8
1331,387,42
1332,387,50
1333,388,50
1334,388,4
1335,388,12
1336,388,45
1337,389,16
1338,389,9
1339,389,42
1340,389,44
1341,390,18
1342,390,12
1343,390,29
1344,390,47
1345,391,27
1346,392,44
1347,392,55
1348,393,31
1349,393,7
1350,394,50
1351,394,43
1352,394,28
1353,395,43
1354,396,24
1355,396,1
1356,396,39
1357,396,15
1358,397,1
1359,397,28
1360,397,29
1361,398,42
1362,399,33
1363,399,2
1364,399,1
1365,399,38
1366,399,25
1367,399,31
1368,400,8
1369,400,41
1370,400,12
1371,400,18
1372,400,52
1373,400,23
1374,401,48
1375,402,32
1376,402,58
1377,402,19
1378,403,33
1379,403,7
1380,403,8
1381,403,42
1382,403,43
1383,403,56
1384,404,9
1385,404,11
1386,404,46
1387,404,7
1388,405,50
1389,405,39
1390,406,11
1391,406,53
1392,407,58
1393,407,28
1394,407,13
1395,407,15
1396,408,1
1397,408,38
1398,408,42
1399,408,12
1400,408,55
1401,408,24
1402,409,33
1403,409,43
1404,409,53
1405,409,55
1406,409,25
1407,410,16
1408,410,9
1409,410,11
1410,410,23
1411,411,2
1412,411,37
1413,411,39
1414,412,1
1415,412,4
1416,412,6
1417,412,12
1418,412,21
1419,412,30
1420,413,43
1421,413,20
1422,413,5
1423,414,34
1424,414,3
1425,414,36
1426,414,54
1427,415,33
1428,415,11
1429,415,15
1430,415,21
1431,415,57
1432,416,40
1433,416,14
1434,416,22
1435,417,2
1436,417,37
1437,417,11
1438,417,47
1439,417,49
1440,417,50
1441,418,39
1442,418,10
1443,418,15
1444,418,47
1445,418,20
1446,418,54
1447,419,11
1448,419,52
1449,419,21
1450,420,41
1451,420,10
1452,420,34
1453,420,47
1454,421,36
1455,421,5
1456,421,6
1457,421,39
1458,421,44
1459,421,55
1460,422,36
1461,422,40
1462,422,41
1463,422,10
1464,422,25
1465,422,27
1466,423,42
1467,424,42
1468,425,35
1469,425,43
1470,425,18
1471,425,51
1472,425,20
1473,425,28
1474,426,7
1475,426,8
1476,426,14
1477,426,17
1478,426,49
1479,427,8
1480,427,6
1481,427,47
1482,428,4
1483,429,32
1484,429,18
1485,429,20
1486,429,24
1487,429,29
1488,430,4
1489,430,44
1490,430,57
1491,430,58
1492,430,28
1493,430,31
1494,431,50
1495,432,9
1496,432,19
1497,432,30
1498,432,47
1499,433,15
1500,434,32
1501,434,46
1502,434,39
1503,435,24
1504,435,50
1505,435,14
1506,436,38
1507,436,40
1508,436,41
1509,436,44
1510,436,51
1511,437,11
1512,437,38
1513,438,41
1514,438,11
1515,438,44
1516,438,7
1517,439,17
1518,439,53
1519,439,15
1520,440,37
1521,440,6
1522,440,43
1523,440,50
1524,440,54
1525,440,56
1526,441,41
1527,441,50
1528,441,42
1529,441,29
1530,442,44
1531,442,21
1532,442,22
1533,443,20
1534,444,49
1535,444,58
1536,444,44
1537,444,42
1538,445,40
1539,445,18
1540,445,4
1541,445,30
1542,446,8
1543,446,43
1544,446,46
1545,446,22
1546,446,29
1547,447,39
1548,447,13
1549,447,14
1550,447,50
1551,447,51
1552,447,29
1553,448,18
1554,448,53
1555,449,7
1556,449,55
1557,450,56
1558,450,16
1559,450,2
1560,450,48
1561,451,56
1562,452,5
1563,452,6
1564,452,18
1565,452,22
1566,452,24
1567,452,25
1568,453,36
1569,453,7
1570,453,17
1571,453,24
1572,453,28
1573,454,34
1574,454,6
1575,454,50
1576,454,24
1577,454,28
1578,455,49
1579,455,33
1580,455,5
1581,455,7
1582,456,6
1583,456,9
1584,456,58
1585,456,28
1586,456,29
1587,456,30
1588,457,48
1589,457,1
1590,457,34
1591,458,57
1592,458,12
1593,458,14
1594,459,6
1595,460,1
1596,460,18
1597,461,24
1598,461,41
1599,461,34
1600,461,43
1601,462,2
1602,462,36
1603,462,43
1604,462,50
1605,462,55
1606,462,56
1607,463,11
1608,464,19
1609,465,37
1610,465,41
1611,465,14
1612,465,48
1613,465,27
1614,466,33
1615,466,52
1616,466,54
1617,467,49
1618,467,6
1619,467,14
1620,467,57
1621,468,38
1622,468,33
1623,468,50
1624,468,9
1625,469,32
1626,469,26
1627,469,34
1628,469,50
1629,470,27
1630,471,1
1631,471,38
1632,472,33
1633,472,39
1634,473,4
1635,473,7
1636,473,42
1637,473,15
1638,473,58
1639,473,31
1640,474,2
1641,474,24
1642,474,25
1643,474,26
1644,474,28
1645,475,7
1646,475,41
1647,475,42
1648,475,49
1649,475,23
1650,475,29
1651,476,3
1652,476,39
1653,477,34
1654,477,38
1655,477,10
1656,477,49
1657,477,18
1658,477,20
1659,478,33
1660,478,26
1661,478,37
1662,478,9
1663,479,37
1664,479,17
1665,479,50
1666,479,24
1667,479,30
1668,479,31
1669,480,2
1670,480,3
1671,480,34
1672,480,45
1673,480,28
1674,481,40
1675,481,36
1676,481,14
1677,482,40
1678,482,9
1679,482,49
1680,482,54
1681,482,58
1682,483,2
1683,483,14
1684,483,15
1685,483,19
1686,483,24
1687,483,30
1688,484,35
1689,484,5
1690,484,9
1691,484,13
1692,484,15
1693,484,55
1694,485,27
1695,485,50
1696,485,51
1697,486,3
1698,486,5
1699,486,15
1700,486,53
1701,486,57
1702,486,29
1703,487,8
1704,487,2
1705,488,40
1706,488,8
1707,488,15
1708,489,42
1709,489,35
1710,489,36
1711,490,16
1712,490,41
1713,490,44
1714,490,33
1715,491,32
1716,491,1
1717,491,39
1718,491,15
1719,491,47
1720,492,35
1721,492,5
1722,492,15
1723,492,53
1724,492,22
1725,493,21
1726,493,55
1727,494,38
1728,494,10
1729,494,14
1730,494,16
1731,494,25
1732,495,9
1733,495,13
1734,495,17
1735,495,20
1736,495,54
1737,495,28
1738,496,58
1739,496,7
1740,496,53
1741,496,55
1742,497,40
1743,497,1
1744,497,43
1745,497,25
1746,498,46
1747,499,22
1748,499,39
1749,500,37
1750,500,44
1751,500,54
1752,500,26
1753,500,28
1754,501,36
1755,501,46
1756,502,1
1757,502,6
1758,502,15
1759,502,25
1760,502,57
1761,503,50
1762,503,37
1763,503,30
1764,503,14
1765,504,16
1766,504,25
1767,505,24
1768,505,44
1769,506,33
1770,506,35
1771,506,47
1772,506,49
1773,506,50
1774,506,28
1775,507,32
1776,507,52
1777,507,38
1778,508,30
1779,509,3
1780,509,47
1781,509,18
1782,509,19
1783,509,55
1784,509,31
1785,510,16
1786,510,17
1787,510,39
1788,511,12
1789,512,32
1790,512,42
1791,513,34
1792,513,19
1793,513,45
1794,513,7
1795,514,32
1796,514,16
1797,514,49
1798,514,19
1799,514,53
1800,514,22
1801,515,32
1802,516,40
1803,516,58
1804,516,19
1805,516,14
1806,517,12
1807,517,47
1808,517,48
1809,517,21
1810,517,29
1811,518,54
1812,519,27
1813,519,7
1814,520,1
1815,520,42
1816,520,23
1817,521,56
1818,521,1
1819,521,38
1820,522,24
1821,522,48
1822,522,30
1823,523,42
1824,523,11
1825,523,6
1826,524,43
1827,525,48
1828,525,17
1829,525,4
1830,525,49
1831,526,4
1832,526,44
1833,526,13
1834,526,14
1835,526,53
1836,526,24
1837,527,33
1838,527,52
1839,527,20
1840,528,1
1841,528,10
1842,528,48
1843,528,55
1844,528,58
1845,529,2
1846,529,8
1847,529,10
1848,529,47
1849,529,57
1850,529,27
1851,530,46
1852,530,3
1853,530,14
1854,531,16
1855,531,52
1856,531,55
1857,531,57
1858,531,27
1859,531,28
1860,532,51
1861,532,45
1862,532,15
1863,533,49
1864,533,45
1865,533,17
1866,534,3
1867,534,42
1868,534,14
1869,534,47
1870,534,23
1871,535,48
1872,535,57
1873,535,6
1874,535,30
1875,536,1
1876,537,3
1877,537,12
1878,538,19
1879,538,31
1880,538,15
1881,539,24
1882,539,10
1883,539,4
1884,539,44
1885,540,27
1886,540,43
1887,541,52
1888,542,50
1889,542,43
1890,542,30
1891,542,31
1892,543,42
1893,543,18
1894,543,51
1895,543,20
1896,543,31
1897,544,19
1898,544,44
1899,545,30
1900,545,22
1901,545,23
1902,546,1
1903,546,28
1904,546,37
1905,546,39
1906,547,40
1907,547,32
1908,548,3
1909,549,26
1910,549,52
1911,549,14
1912,549,31
1913,550,53
1914,551,17
1915,551,14
1916,552,42
1917,552,43
1918,552,50
1919,552,51
1920,552,25
1921,552,57
1922,553,16
1923,553,54
1924,553,23
1925,553,27
1926,553,28
1927,554,40
1928,554,44
1929,554,23
1930,554,56
1931,554,57
1932,555,9
1933,555,11
1934,556,33
1935,556,35
1936,556,37
1937,556,51
1938,556,25
1939,557,20
1940,558,53
1941,559,41
1942,559,13
1943,559,15
1944,559,50
1945,559,51
1946,560,33
1947,560,5
1948,561,35
1949,561,40
1950,561,21
1951,561,58
1952,561,27
1953,562,40
1954,562,5
1955,562,29
1956,563,17
1957,563,18
1958,563,51
1959,563,20
1960,563,22
1961,564,35
1962,564,36
1963,564,37
1964,564,6
1965,564,29
1966,565,2
1967,565,20
1968,565,52
1969,565,53
1970,565,55
1971,566,20
1972,566,12
1973,566,45
1974,566,23
1975,567,32
1976,567,2
1977,567,3
1978,567,9
1979,567,56
1980,568,1
1981,568,35
1982,568,5
1983,568,44
1984,568,14
1985,568,20
1986,569,3
1987,569,8
1988,569,9
1989,569,20
1990,569,22
1991,570,50
1992,571,47
1993,571,4
1994,571,53
1995,571,39
1996,572,37
1997,572,8
1998,572,9
1999,572,19
2000,572,20
2001,573,54
2002,574,41
2003,574,50
2004,574,29
2005,575,40
2006,575,46
2007,576,21
2008,577,34
2009,577,43
2010,577,21
2011,577,23
2012,577,25
2013,578,56
2014,578,3
2015,579,57
2016,580,25
2017,580,5
2018,580,6
2019,581,11
2020,582,27
2021,582,51
2022,582,11
2023,583,42
2024,583,53
2025,583,46
2026,584,18
2027,585,32
2028,585,48
2029,585,13
2030,586,1
2031,586,3
2032,586,41
2033,586,14
2034,586,15
2035,586,21
2036,587,1
2037,587,14
2038,588,32
2039,588,27
2040,588,28
2041,588,31
2042,589,17
2043,590,35
2044,590,3
2045,590,40
2046,590,42
2047,590,24
2048,591,42
2049,591,52
2050,592,56
2051,592,41
2052,592,25
2053,592,49
2054,593,40
2055,593,27
2056,593,54
2057,593,7
2058,594,18
2059,595,26
2060,595,52
2061,595,7
2062,595,15
2063,596,32
2064,596,42
2065,597,35
2066,597,14
2067,597,51
2068,597,54
2069,597,56
2070,598,38
2071,598,44
2072,598,46
2073,598,18
2074,598,55
2075,599,3
2076,599,40
2077,599,46
2078,599,16
2079,599,17
2080,599,28
2081,600,8
2082,600,42
2083,600,44
2084,600,52
2085,600,22
2086,601,25
2087,601,10
2088,601,22
2089,602,12
2090,603,12
2091,603,55
2092,603,46
2093,603,14
2094,604,34
2095,604,43
2096,604,48
2097,604,49
2098,604,20
2099,604,55
2100,605,32
2101,605,18
2102,606,32
2103,606,41
2104,606,13
2105,606,55
2106,606,25
2107,607,11
2108,607,15
2109,607,17
2110,607,56
2111,607,30
2112,608,17
2113,608,50
2114,608,51
2115,608,15
2116,609,1
2117,609,38
2118,609,40
2119,609,41
2120,609,48
2121,609,54
2122,610,32
2123,610,1
2124,610,2
2125,610,8
2126,610,22
2127,611,3
2128,611,44
2129,611,45
2130,611,14
2131,611,25
2132,612,51
2133,612,29
2134,612,46
2135,612,47
2136,613,6
2137,613,49
2138,613,53
2139,613,25
