id,user_id,deposit_id
413,138,26
414,138,7
415,139,2
416,139,28
417,139,20
418,140,25
419,140,27
420,140,22
421,141,16
422,141,10
423,141,39
424,142,26
425,142,12
426,142,30
427,143,16
428,143,29
429,143,31
430,144,8
431,144,16
432,144,21
433,145,27
434,145,5
435,145,39
436,146,1
437,146,18
438,146,7
439,147,1
440,147,5
441,147,39
442,148,33
443,148,9
444,148,14
445,149,24
446,149,12
447,149,5
448,150,3
449,150,35
450,150,28
451,151,9
452,151,27
453,151,25
454,152,19
455,152,20
456,152,38
457,153,26
458,153,20
459,153,23
460,154,9
461,154,12
462,154,15
463,155,33
464,155,19
465,155,6
466,156,25
467,156,11
468,156,33
469,157,33
470,157,26
471,157,5
472,158,20
473,158,6
474,158,23
475,159,33
476,159,18
477,159,19
478,160,19
479,160,5
480,160,30
481,161,36
482,161,12
483,161,23
484,162,27
485,162,29
486,162,22
487,163,32
488,163,21
489,163,38
490,164,32
491,164,16
492,164,20
493,165,1
494,165,28
495,165,30
496,166,17
497,166,21
498,166,13
499,167,1
500,167,20
501,167,39
502,168,24
503,168,28
504,168,37
505,169,25
506,169,2
507,169,17
508,170,17
509,170,27
510,170,30
511,171,2
512,171,11
513,171,22
514,172,9
515,172,31
516,172,39
517,173,20
518,173,30
519,173,22
520,174,17
521,174,27
522,174,21
523,175,9
524,175,26
525,175,19
526,176,16
527,176,25
528,176,35
529,177,24
530,177,8
531,177,12
532,178,24
533,178,33
534,178,16
535,179,25
536,179,26
537,179,12
538,180,17
539,180,2
540,180,33
541,181,25
542,181,19
543,181,14
544,182,16
545,182,33
546,182,27
547,183,9
548,183,5
549,183,13
550,184,20
551,184,37
552,184,23
553,185,11
554,185,30
555,185,39
556,186,7
557,186,38
558,186,15
559,187,8
560,187,3
561,187,23
562,188,38
563,188,16
564,188,30
565,189,27
566,189,13
567,189,22
568,190,24
569,190,26
570,190,7
571,191,33
572,191,10
573,191,12
574,192,1
575,192,15
576,192,7
577,193,24
578,193,17
579,193,18
580,194,25
581,194,10
582,194,33
583,195,2
584,195,29
585,195,15
586,196,8
587,196,24
588,196,5
589,197,2
590,197,30
591,197,14
592,198,17
593,198,36
594,198,9
595,199,32
596,199,1
597,199,21
598,200,32
599,200,8
600,200,27
601,201,36
602,201,6
603,201,23
604,202,32
605,202,35
606,202,12
607,203,9
608,203,4
609,203,39
610,204,33
611,204,21
612,204,7
613,205,32
614,205,4
615,205,31
616,206,25
617,206,12
618,206,31
619,207,16
620,207,10
621,207,14
622,208,26
623,208,2
624,208,36
625,209,8
626,209,16
627,209,11
628,210,25
629,210,22
630,210,23
631,211,5
632,211,4
633,211,21
634,212,15
635,212,39
636,212,7
637,213,25
638,213,3
639,213,28
640,214,24
641,214,25
642,214,34
643,215,17
644,215,12
645,215,30
646,216,3
647,216,13
648,216,38
649,217,35
650,217,20
651,217,5
652,218,16
653,218,11
654,218,21
655,219,24
656,219,33
657,219,12
658,220,24
659,220,34
660,220,29
661,221,10
662,221,2
663,221,13
664,222,1
665,222,29
666,222,31
667,223,9
668,223,10
669,223,35
670,224,16
671,224,35
672,224,20
673,225,33
674,225,34
675,225,21
676,226,8
677,226,32
678,226,28
679,227,25
680,227,9
681,227,17
682,228,27
683,228,32
684,228,3
685,229,26
686,229,18
687,229,22
688,230,25
689,230,3
690,230,28
691,231,1
692,231,3
693,231,30
694,232,10
695,232,14
696,232,7
697,233,18
698,233,37
699,233,39
700,234,9
701,234,35
702,234,7
703,235,1
704,235,4
705,235,7
706,236,8
707,236,20
708,236,7
709,237,12
710,237,22
711,237,7
712,238,18
713,238,27
714,238,21
715,239,24
716,239,9
717,239,17
718,240,37
719,240,11
720,240,29
721,241,26
722,241,27
723,241,15
724,242,16
725,242,2
726,242,6
727,243,32
728,243,10
729,243,14
730,244,26
731,244,14
732,244,39
733,245,8
734,245,11
735,245,38
736,246,18
737,246,5
738,246,13
739,247,33
740,247,3
741,247,23
742,248,11
743,248,20
744,248,15
745,249,24
746,249,18
747,249,28
748,250,1
749,250,21
750,250,14
751,251,24
752,251,27
753,251,29
754,252,32
755,252,37
756,252,31
757,253,32
758,253,18
759,253,7
760,254,9
761,254,2
762,254,31
763,255,36
764,255,6
765,255,30
766,256,16
767,256,23
768,256,15
769,257,24
770,257,10
771,257,23
772,258,17
773,258,11
774,258,20
775,259,3
776,259,19
777,259,31
778,260,27
779,260,14
780,260,7
781,261,26
782,261,19
783,261,6
784,262,24
785,262,1
786,262,10
787,263,18
788,263,28
789,263,13
790,264,20
791,264,6
792,264,7
793,265,33
794,265,35
795,265,30
796,266,32
797,266,8
798,266,13
799,267,24
800,267,10
801,267,23
802,268,8
803,268,14
804,268,7
805,269,2
806,269,26
807,269,39
808,270,5
809,270,37
810,270,6
811,271,32
812,271,24
813,271,19
814,272,8
815,272,18
816,272,22
817,273,4
818,273,28
819,273,39
820,274,24
821,274,1
822,274,36
823,275,4
824,275,29
825,275,22
826,276,1
827,276,5
828,276,25
829,277,33
830,277,38
831,277,1
832,278,8
833,278,23
834,278,15
835,279,2
836,279,38
837,279,22
838,280,10
839,280,38
840,280,7
841,281,8
842,281,33
843,281,2
844,282,8
845,282,12
846,282,13
847,283,32
848,283,17
849,283,38
850,284,28
851,284,38
852,284,14
853,285,32
854,285,31
855,285,39
856,286,19
857,286,20
858,286,29
859,287,33
860,287,18
861,287,34
862,288,10
863,288,23
864,288,39
865,289,25
866,289,1
867,289,30
868,290,25
869,290,18
870,290,38
871,291,17
872,291,28
873,291,31
874,292,36
875,292,37
876,292,7
877,293,17
878,293,4
879,293,7
880,294,34
881,294,37
882,294,29
883,295,34
884,295,3
885,295,39
886,296,33
887,296,26
888,296,1
889,297,17
890,297,13
891,297,6
892,298,3
893,298,20
894,298,5
895,299,19
896,299,20
897,299,15
898,300,1
899,300,11
900,300,6
901,301,24
902,301,1
903,301,10
904,302,11
905,302,3
906,302,12
907,303,24
908,303,16
909,303,21
910,304,32
911,304,27
912,304,22
913,305,9
914,305,19
915,305,12
916,306,9
917,306,10
918,306,21
919,307,26
920,307,10
921,307,38
922,308,24
923,308,1
924,308,30
925,309,18
926,309,12
927,309,29
928,310,28
929,310,14
930,310,31
931,311,11
932,311,19
933,311,36
934,312,28
935,312,37
936,312,39
937,313,26
938,313,18
939,313,6
940,314,17
941,314,2
942,314,29
943,315,34
944,315,35
945,315,15
946,316,25
947,316,27
948,316,14
949,317,2
950,317,4
951,317,15
952,318,8
953,318,33
954,318,19
955,319,9
956,319,36
957,319,38
958,320,24
959,320,2
960,320,38
961,321,2
962,321,20
963,321,21
964,322,11
965,322,34
966,322,19
967,323,24
968,323,1
969,323,21
970,324,28
971,324,6
972,324,23
973,325,1
974,325,19
975,325,30
976,326,10
977,326,27
978,326,30
979,327,9
980,327,1
981,327,7
982,328,36
983,328,14
984,328,39
985,329,17
986,329,21
987,329,15
988,330,16
989,330,28
990,330,15
991,331,2
992,331,37
993,331,30
994,332,11
995,332,20
996,332,13
997,333,19
998,333,20
999,333,6
1000,334,4
1001,334,30
1002,334,7
1003,335,33
1004,335,26
1005,335,21
1006,336,8
1007,336,13
1008,336,5
1009,337,29
1010,337,22
1011,337,30
1012,338,9
1013,338,34
1014,338,29
1015,339,2
1016,339,35
1017,339,22
1018,340,27
1019,340,28
1020,340,22
1021,341,17
1022,341,21
1023,341,23
1024,342,35
1025,342,30
1026,342,31
1027,343,32
1028,343,2
1029,343,11
1030,344,18
1031,344,34
1032,344,5
1033,345,26
1034,345,6
1035,345,22
1036,346,4
1037,346,23
1038,346,7
1039,347,9
1040,347,26
1041,347,11
1042,348,16
1043,348,10
1044,348,5
1045,349,10
1046,349,26
1047,349,12
1048,350,8
1049,350,12
1050,350,37
1051,351,8
1052,351,1
1053,351,19
1054,352,24
1055,352,34
1056,352,12
1057,353,2
1058,353,11
1059,353,38
1060,354,25
1061,354,26
1062,354,39
1063,355,8
1064,355,28
1065,355,23
1066,356,38
1067,356,34
1068,356,22
1069,357,9
1070,357,13
1071,357,38
1072,358,10
1073,358,4
1074,358,6
1075,359,5
1076,359,14
1077,359,6
1078,360,36
1079,360,20
1080,360,14
1081,361,29
1082,361,30
1083,361,31
1084,362,35
1085,362,20
1086,362,22
1087,363,8
1088,363,6
1089,363,15
1090,364,32
1091,364,33
1092,364,20
1093,365,19
1094,365,27
1095,365,12
1096,366,34
1097,366,14
1098,366,31
1099,367,9
1100,367,18
1101,367,36
1102,368,20
1103,368,12
1104,368,21
1105,369,17
1106,369,2
1107,369,26
1108,370,33
1109,370,37
1110,370,1
1111,371,1
1112,371,38
1113,371,9
1114,372,34
1115,372,19
1116,372,12
1117,373,4
1118,373,14
1119,373,39
1120,374,11
1121,374,21
1122,374,23
1123,375,35
1124,375,20
1125,375,22
1126,376,9
1127,376,19
1128,376,31
1129,377,18
1130,377,19
1131,377,36
1132,378,32
1133,378,33
1134,378,12
1135,379,26
1136,379,20
1137,379,15
1138,380,8
1139,380,34
1140,380,22
1141,381,35
1142,381,38
1143,381,22
1144,382,10
1145,382,28
1146,382,4
1147,383,32
1148,383,18
1149,383,28
1150,384,8
1151,384,19
1152,384,12
1153,385,16
1154,385,19
1155,385,30
1156,386,24
1157,386,33
1158,386,18
1159,387,32
1160,387,25
1161,387,34
1162,388,26
1163,388,2
1164,388,14
1165,389,16
1166,389,3
1167,389,12
1168,390,10
1169,390,4
1170,390,20
1171,391,9
1172,391,34
1173,391,28
1174,392,29
1175,392,20
1176,392,21
1177,393,33
1178,393,10
1179,393,2
1180,394,24
1181,394,9
1182,394,28
1183,395,8
1184,395,21
1185,395,22
1186,396,33
1187,396,19
1188,396,15
1189,397,33
1190,397,18
1191,397,15
1192,398,9
1193,398,12
1194,398,38
1195,399,24
1196,399,25
1197,399,26
1198,400,32
1199,400,20
1200,400,13
1201,401,16
1202,401,24
1203,401,15
1204,402,8
1205,402,11
1206,402,36
1207,403,13
1208,403,28
1209,403,4
1210,404,21
1211,404,30
1212,404,23
1213,405,9
1214,405,4
1215,405,1
1216,406,17
1217,406,13
1218,406,33
1219,407,5
1220,407,6
1221,407,7
1222,408,17
1223,408,12
1224,408,20
1225,409,16
1226,409,8
1227,409,39
1228,410,16
1229,410,33
1230,410,6
1231,411,25
1232,411,12
1233,411,6
1234,412,24
1235,412,12
1236,412,15
1237,413,32
1238,413,25
1239,413,33
1240,414,37
1241,414,35
1242,414,29
1243,415,27
1244,415,12
1245,415,21
1246,416,16
1247,416,18
1248,416,7
1249,417,16
1250,417,33
1251,417,3
1252,418,1
1253,418,2
1254,418,31
1255,419,26
1256,419,18
1257,419,37
1258,420,16
1259,420,29
1260,420,22
1261,421,2
1262,421,13
1263,421,14
1264,422,8
1265,422,11
1266,422,29
1267,423,19
1268,423,22
1269,423,39
1270,424,1
1271,424,27
1272,424,13
1273,425,16
1274,425,33
1275,425,13
1276,426,21
1277,426,13
1278,426,39
1279,427,24
1280,427,2
1281,427,30
1282,428,11
1283,428,14
1284,428,39
1285,429,25
1286,429,29
1287,429,37
1288,430,2
1289,430,36
1290,430,39
1291,431,35
1292,431,12
1293,431,29
1294,432,9
1295,432,3
1296,432,38
1297,433,1
1298,433,19
1299,433,33
1300,434,33
1301,434,30
1302,434,23
1303,435,16
1304,435,18
1305,435,30
1306,436,19
1307,436,35
1308,436,5
1309,437,17
1310,437,20
1311,437,22
1312,438,35
1313,438,2
1314,438,3
1315,439,10
1316,439,30
1317,439,31
1318,440,32
1319,440,25
1320,440,26
1321,441,10
1322,441,4
1323,441,12
1324,442,11
1325,442,23
1326,442,15
1327,443,10
1328,443,3
1329,443,29
1330,444,17
1331,444,26
1332,444,12
1333,445,8
1334,445,1
1335,445,7
1336,446,2
1337,446,6
1338,446,30
1339,447,1
1340,447,28
1341,447,15
1342,448,20
1343,448,28
1344,448,37
1345,449,27
1346,449,35
1347,449,38
1348,450,20
1349,450,13
1350,450,31
1351,451,37
1352,451,30
1353,451,14
1354,452,9
1355,452,34
1356,452,5
1357,453,2
1358,453,34
1359,453,21
1360,454,29
1361,454,19
1362,454,13
1363,455,10
1364,455,4
1365,455,30
1366,456,2
1367,456,10
1368,456,6
1369,457,18
1370,457,38
1371,457,14
1372,458,37
1373,458,13
1374,458,7
1375,459,8
1376,459,32
1377,459,12
1378,460,2
1379,460,27
1380,460,22
1381,461,8
1382,461,16
1383,461,18
1384,462,2
1385,462,27
1386,462,5
1387,463,35
1388,463,28
1389,463,13
1390,464,11
1391,464,30
1392,464,7
1393,465,10
1394,465,20
1395,465,15
1396,466,32
1397,466,28
1398,466,12
1399,467,20
1400,467,22
1401,467,14
1402,468,24
1403,468,1
1404,468,31
1405,469,15
1406,469,37
1407,469,7
1408,470,16
1409,470,2
1410,470,14
1411,471,11
1412,471,5
1413,471,30
1414,472,27
1415,472,5
1416,472,23
1417,473,24
1418,473,2
1419,473,35
1420,474,18
1421,474,6
1422,474,15
1423,475,16
1424,475,26
1425,475,11
1426,476,20
1427,476,38
1428,476,30
1429,477,24
1430,477,3
1431,477,20
1432,478,9
1433,478,11
1434,478,12
1435,479,32
1436,479,1
1437,479,23
1438,480,16
1439,480,5
1440,480,30
1441,481,2
1442,481,35
1443,481,21
1444,482,35
1445,482,30
1446,482,14
1447,483,8
1448,483,18
1449,483,34
1450,484,34
1451,484,26
1452,484,6
1453,485,8
1454,485,24
1455,485,38
1456,486,1
1457,486,36
1458,486,7
1459,487,26
1460,487,5
1461,487,23
1462,488,36
1463,488,29
1464,488,22
1465,489,18
1466,489,38
1467,489,39
1468,490,36
1469,490,13
1470,490,7
1471,491,25
1472,491,39
1473,491,31
1474,492,26
1475,492,18
1476,492,13
1477,493,32
1478,493,18
1479,493,12
1480,494,24
1481,494,10
1482,494,27
1483,495,36
1484,495,13
1485,495,30
1486,496,36
1487,496,21
1488,496,23
1489,497,23
1490,497,14
1491,497,31
1492,498,9
1493,498,36
1494,498,23
1495,499,8
1496,499,10
1497,499,38
1498,500,26
1499,500,19
1500,500,36
1501,501,33
1502,501,28
1503,501,6
1504,502,32
1505,502,29
1506,502,22
1507,503,18
1508,503,12
1509,503,5
1510,504,19
1511,504,30
1512,504,23
1513,505,18
1514,505,12
1515,505,29
1516,506,3
1517,506,19
1518,506,30
1519,507,38
1520,507,22
1521,507,39
1522,508,34
1523,508,29
1524,508,14
1525,509,9
1526,509,38
1527,509,39
1528,510,8
1529,510,21
1530,510,39
1531,511,26
1532,511,11
1533,511,34
1534,512,27
1535,512,4
1536,512,29
1537,513,16
1538,513,17
1539,513,1
1540,514,16
1541,514,34
1542,514,3
1543,515,8
1544,515,18
1545,515,36
1546,516,24
1547,516,12
1548,516,14
1549,517,3
1550,517,4
1551,517,5
1552,518,27
1553,518,19
1554,518,11
1555,519,33
1556,519,39
1557,519,31
1558,520,26
1559,520,35
1560,520,23
1561,521,13
1562,521,35
1563,521,5
1564,522,33
1565,522,28
1566,522,7
1567,523,16
1568,523,25
1569,523,1
1570,524,28
1571,524,20
1572,524,6
1573,525,17
1574,525,28
1575,525,38
1576,526,37
1577,526,38
1578,526,23
1579,527,29
1580,527,22
1581,527,15
1582,528,24
1583,528,35
1584,528,27
1585,529,13
1586,529,36
1587,529,21
1588,530,5
1589,530,21
1590,530,14
1591,531,8
1592,531,18
1593,531,14
1594,532,10
1595,532,14
1596,532,23
1597,533,26
1598,533,3
1599,533,21
1600,534,24
1601,534,9
1602,534,33
1603,535,1
1604,535,12
1605,535,29
1606,536,2
1607,536,29
1608,536,22
1609,537,27
1610,537,35
1611,537,30
1612,538,24
1613,538,4
1614,538,38
1615,539,12
1616,539,30
1617,539,15
1618,540,19
1619,540,2
1620,540,27
1621,541,24
1622,541,26
1623,541,39
1624,542,12
1625,542,38
1626,542,15
1627,543,24
1628,543,1
1629,543,27
1630,544,24
1631,544,33
1632,544,20
1633,545,13
1634,545,26
1635,545,5
1636,546,33
1637,546,26
1638,546,4
1639,547,7
1640,547,5
1641,547,31
1642,548,38
1643,548,25
1644,548,6
1645,549,8
1646,549,2
1647,549,39
1648,550,8
1649,550,1
1650,550,2
1651,551,11
1652,551,5
1653,551,39
1654,552,34
1655,552,4
1656,552,23
1657,553,10
1658,553,35
1659,553,30
1660,554,29
1661,554,13
1662,554,30
1663,555,10
1664,555,38
1665,555,15
1666,556,32
1667,556,1
1668,556,11
1669,557,32
1670,557,38
1671,557,7
1672,558,35
1673,558,22
1674,558,31
1675,559,24
1676,559,33
1677,559,9
1678,560,9
1679,560,2
1680,560,19
1681,561,33
1682,561,10
1683,561,35
1684,562,1
1685,562,37
1686,562,39
1687,563,27
1688,563,28
1689,563,5
1690,564,1
1691,564,38
1692,564,6
1693,565,8
1694,565,29
1695,565,15
1696,566,16
1697,566,20
1698,566,7
1699,567,21
1700,567,6
1701,567,7
1702,568,2
1703,568,20
1704,568,4
1705,569,8
1706,569,17
1707,569,11
1708,570,9
1709,570,34
1710,570,10
1711,571,9
1712,571,34
1713,571,23
1714,572,27
1715,572,35
1716,572,36
1717,573,8
1718,573,11
1719,573,6
1720,574,27
1721,574,24
1722,574,19
1723,575,20
1724,575,31
1725,575,39
1726,576,1
1727,576,27
1728,576,29
1729,577,9
1730,577,13
1731,577,21
1732,578,32
1733,578,11
1734,578,12
1735,579,2
1736,579,36
1737,579,23
1738,580,24
1739,580,10
1740,580,15
1741,581,26
1742,581,27
1743,581,21
1744,582,17
1745,582,13
1746,582,1
1747,583,16
1748,583,2
1749,583,5
1750,584,18
1751,584,36
1752,584,34
1753,585,34
1754,585,4
1755,585,39
1756,586,24
1757,586,25
1758,586,36
1759,587,27
1760,587,1
1761,587,19
1762,588,17
1763,588,14
1764,588,6
1765,589,16
1766,589,4
1767,589,23
1768,590,23
1769,590,22
1770,590,31
1771,591,34
1772,591,21
1773,591,15
1774,592,18
1775,592,36
1776,592,23
1777,593,24
1778,593,32
1779,593,20
1780,594,34
1781,594,27
1782,594,37
1783,595,3
1784,595,13
1785,595,38
1786,596,17
1787,596,4
1788,596,14
1789,597,34
1790,597,37
1791,597,7
1792,598,10
1793,598,37
1794,598,14
1795,599,11
1796,599,19
1797,599,7
1798,600,32
1799,600,13
1800,600,14
1801,601,20
1802,601,38
1803,601,39
1804,602,12
1805,602,29
1806,602,6
1807,603,11
1808,603,37
1809,603,23
1810,604,26
1811,604,5
1812,604,15
1813,605,32
1814,605,9
1815,605,6
1816,606,34
1817,606,4
1818,606,31
1819,607,25
1820,607,3
1821,607,21
1822,608,34
1823,608,4
1824,608,37
1825,609,24
1826,609,36
1827,609,6
1828,610,17
1829,610,3
1830,610,28
1831,611,37
1832,611,12
1833,611,5
1834,612,11
1835,612,35
1836,612,13
1837,613,17
1838,613,27
1839,613,4
1840,614,34
1841,614,12
1842,614,22
1843,615,1
1844,615,3
1845,615,12
1846,616,32
1847,616,1
1848,616,11
1849,617,9
1850,617,27
1851,617,13
1852,618,1
1853,618,20
1854,618,23
1855,619,33
1856,619,3
1857,619,37
1858,620,3
1859,620,36
1860,620,5
1861,621,3
1862,621,11
1863,621,38
1864,622,17
1865,622,22
1866,622,39
1867,623,16
1868,623,36
1869,623,30
1870,624,8
1871,624,26
1872,624,21
1873,625,24
1874,625,2
1875,625,6
1876,626,20
1877,626,22
1878,626,15
1879,627,36
1880,627,39
1881,627,23
1882,628,15
1883,628,12
1884,628,31
1885,629,2
1886,629,12
1887,629,5
1888,630,32
1889,630,35
1890,630,14
1891,631,9
1892,631,18
1893,631,27
1894,632,34
1895,632,38
1896,632,39
1897,633,5
1898,633,4
1899,633,21
1900,634,33
1901,634,36
1902,634,12
1903,635,17
1904,635,30
1905,635,22
1906,636,32
1907,636,33
1908,636,7
1909,637,33
1910,637,27
1911,637,37
1912,638,2
1913,638,11
1914,638,12
1915,639,37
1916,639,14
1917,639,7
1918,640,11
1919,640,29
1920,640,30
1921,641,24
1922,641,2
1923,641,39
1924,642,17
1925,642,34
1926,642,14
1927,643,9
1928,643,2
1929,643,23
1930,644,17
1931,644,26
1932,644,28
1933,645,24
1934,645,10
1935,645,19
1936,646,33
1937,646,36
1938,646,38
1939,647,16
1940,647,37
1941,647,29
1942,648,36
1943,648,30
1944,648,7
1945,649,17
1946,649,3
1947,649,13
1948,650,10
1949,650,27
1950,650,38
1951,651,26
1952,651,34
1953,651,2
1954,652,32
1955,652,25
1956,652,37
1957,653,18
1958,653,5
1959,653,13
1960,654,11
1961,654,18
1962,654,27
1963,655,16
1964,655,1
1965,655,4
1966,656,33
1967,656,21
1968,656,37
1969,657,3
1970,657,13
1971,657,38
1972,658,9
1973,658,26
1974,658,25
1975,659,11
1976,659,3
1977,659,15
1978,660,3
1979,660,20
1980,660,5
1981,661,24
1982,661,20
1983,661,23
1984,662,32
1985,662,33
1986,662,29
1987,663,9
1988,663,10
1989,663,12
1990,664,11
1991,664,28
1992,664,37
1993,665,1
1994,665,12
1995,665,36
1996,666,33
1997,666,10
1998,666,2
1999,667,17
2000,667,37
2001,667,29
2002,668,29
2003,668,36
2004,668,13
2005,669,18
2006,669,13
2007,669,7
2008,670,33
2009,670,3
2010,670,28
2011,671,19
2012,671,3
2013,671,5
2014,672,2
2015,672,35
2016,672,22
2017,673,26
2018,673,18
2019,673,15
2020,674,35
2021,674,20
2022,674,39
2023,675,3
2024,675,11
2025,675,31
2026,676,1
2027,676,26
2028,676,3
2029,677,2
2030,677,4
2031,677,21
2032,678,16
2033,678,4
2034,678,39
2035,679,35
2036,679,13
2037,679,31
2038,680,24
2039,680,29
2040,680,6
2041,681,17
2042,681,19
2043,681,31
2044,682,9
2045,682,27
2046,682,29
2047,683,8
2048,683,33
2049,683,26
2050,684,26
2051,684,19
2052,684,14
2053,685,1
2054,685,30
2055,685,39
2056,686,12
2057,686,36
2058,686,7
2059,687,26
2060,687,19
2061,687,13
2062,688,18
2063,688,11
2064,688,20
2065,689,9
2066,689,2
2067,689,38
2068,690,35
2069,690,12
2070,690,6
2071,691,9
2072,691,36
2073,691,31
2074,692,1
2075,692,18
2076,692,27
2077,693,24
2078,693,2
2079,693,12
2080,694,2
2081,694,27
2082,694,29
2083,695,17
2084,695,35
2085,695,20
2086,696,25
2087,696,34
2088,696,30
2089,697,16
2090,697,13
2091,697,30
2092,698,19
2093,698,30
2094,698,7
2095,699,26
2096,699,37
2097,699,21
2098,700,17
2099,700,5
2100,700,38
2101,701,20
2102,701,14
2103,701,30
2104,702,31
2105,702,22
2106,702,23
2107,703,24
2108,703,25
2109,703,13
2110,704,17
2111,704,2
2112,704,33
2113,705,8
2114,705,18
2115,705,21
2116,706,34
2117,706,4
2118,706,7
2119,707,8
2120,707,16
2121,707,30
2122,708,24
2123,708,34
2124,708,15
2125,709,8
2126,709,2
2127,709,38
2128,710,33
2129,710,37
2130,710,17
2131,711,8
2132,711,4
2133,711,21
2134,712,18
2135,712,4
2136,712,13
2137,713,16
2138,713,2
2139,713,7
